   ,TRAN_TYPE,TRAN_CODE,TRAN_NBR,SEQ_NBR,WHSE,SKU_ID,CNTR_NBR,WAVE_NBR,PKT_CTRL_NBR,PKT_SEQ_NBR,WORK_TYPE,NBR_OF_CASES,NBR_UNITS,NBR_OF_PIKS,NBR_SCAN,FROM_LOCN,TO_LOCN,WKSTN_ID,RSN_CODE,REF_CODE_ID_1,REF_FIELD_1,REF_CODE_ID_2,REF_FIELD_2,REF_CODE_ID_3,REF_FIELD_3,REF_CODE_ID_4,REF_FIELD_4,REF_CODE_ID_5,REF_FIELD_5,OLD_STAT_CODE,NEW_STAT_CODE,SAM,BEGIN_DATE,END_DATE,STAT_CODE,MODULE_NAME,MENU_OPTN_NAME,CREATE_DATE_TIME,MOD_DATE_TIME,USER_ID,PLT_ID,TASK_ID,CD_MASTER_ID
1,500,008,6465715,2,SD4,001667440,00099999990001773814,201308140045,PK14703577,10,,0,100.00,0,0,005233352,,PCKREC01,,83,,,,,,,,,,0,20,0.0000,8/14/2013 6:05:34 PM,8/14/2013 6:07:20 PM,0,Packing,Pack Non Cube2,8/14/2013 6:07:20 PM,8/14/2013 6:07:20 PM,CCHESER,,,12138
2,100,002,6466415,1,SD4,001667442,C000053115,,,0,,1,200.00,0,0,,,ALPH_WMS,,08,000006309,12,,43,,37,,03,,0,10,0.0000,8/14/2013 6:32:29 PM,8/14/2013 6:33:34 PM,0,Receiving,Receiving,8/14/2013 6:33:34 PM,8/14/2013 6:33:34 PM,RFORBIS,,,12138
3,300,005,6466515,1,SD4,001667442,C000053115,,,0,,1,200.00,0,0,,005233381,ALPH_WMS,,24,,39,50,,,,,,,10,96,0.0000,8/14/2013 6:33:55 PM,8/14/2013 6:34:22 PM,0,Replenish,Fill Active SysDi,8/14/2013 6:34:22 PM,8/14/2013 6:34:22 PM,RFORBIS,,,12138
4,600,011,6501899,1,YYZ,1599692,00199999990001777116,,,0,,1,0.00,0,0,,,ALPH_WMS,,25,0,76,,,,,,,,20,20,0.0000,8/19/2013 4:05:32 AM,8/19/2013 4:05:32 AM,0,Modify,UnlockCarton,8/19/2013 4:05:32 AM,8/19/2013 4:05:32 AM,MGURURAJ,,,12114
5,700,008,6510202,2,MIA,001672043,C0000053189,,,0,,1,1.00,0,0,005265739,005265739,SAMMIAADM2,,,,,,,,,,,,0,30,0.0000,8/19/2013 4:00:50 PM,8/19/2013 4:01:27 PM,0,Misc,Cycle Cnt Reserve,8/19/2013 4:01:27 PM,8/19/2013 4:01:27 PM,EVALDES,,,12160
6,700,008,6610664,1,MIA,001667520,C000053464,,,0,,1,1.00,0,0,005265740,005265740,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:06:38 PM,8/30/2013 3:08:47 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:08:47 PM,8/30/2013 3:08:47 PM,EVALDES,,,12160
7,700,009,6610664,3,MIA,001671616,C000053414,,,0,,1,2.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:08:56 PM,8/30/2013 3:08:57 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:08:57 PM,8/30/2013 3:08:57 PM,EVALDES,,,12160
8,800,001,6776768,1,YYZ,000766203,C000040099,201309190038,CV0073463,1,,0,0.00,0,0,,,,,41,,42,,40,UU95,09,,,,20,30,0.0000,9/20/2013 9:58:39 AM,9/20/2013 9:58:39 AM,0,Shipping,UPS Manifest CS,9/20/2013 9:58:39 AM,9/20/2013 9:58:39 AM,JMOORMAN,,,12094
9,300,004,6855095,1,CV4,000417363,00100871210000021768,,,0,,1,6.00,0,0,000425860,000423330,FUR,,24,428994,39,40,,,,,,,50,30,0.0000,10/2/2013 11:34:59 AM,10/2/2013 11:35:56 AM,0,Replenish,Pull Case Partial,10/2/2013 11:35:56 AM,10/2/2013 11:35:56 AM,GFABER,PKN0000170,428994,12067
10,300,004,6855095,2,CV4,000417363,00100871210000021773,,,0,,1,6.00,0,0,000425860,000423330,FUR,,24,428994,39,40,,,,,,,50,30,0.0000,10/2/2013 11:35:56 AM,10/2/2013 11:36:05 AM,0,Replenish,Pull Case Partial,10/2/2013 11:36:05 AM,10/2/2013 11:36:05 AM,GFABER,PKN0000170,428994,12067
11,300,004,6855095,3,CV4,000417363,00100871210000021774,,,0,,1,6.00,0,0,000425860,000423330,FUR,,24,428994,39,40,,,,,,,50,30,0.0000,10/2/2013 11:36:05 AM,10/2/2013 11:36:08 AM,0,Replenish,Pull Case Partial,10/2/2013 11:36:08 AM,10/2/2013 11:36:08 AM,GFABER,PKN0000170,428994,12067
12,300,004,6855095,4,CV4,000417363,00100871210000021775,,,0,,1,6.00,0,0,000425860,000423330,FUR,,24,428994,39,40,,,,,,,50,30,0.0000,10/2/2013 11:36:08 AM,10/2/2013 11:36:10 AM,0,Replenish,Pull Case Partial,10/2/2013 11:36:10 AM,10/2/2013 11:36:10 AM,GFABER,PKN0000170,428994,12067
13,500,001,6897151,2,YYZ,001678182,00006267830001818794,201310070029,HDMTMS1007,10,,0,2.00,0,0,005283359,,ALPH_WMS,,83,,,,,,,,,,10,20,0.0000,10/7/2013 3:38:19 PM,10/7/2013 3:40:09 PM,0,Packing,Pack Cubed Directed,10/7/2013 3:40:09 PM,10/7/2013 3:40:09 PM,DMUNIGETI1,,,12161
14,300,004,6855095,5,CV4,000417363,00100871210000021777,,,0,,1,6.00,0,0,000425860,000423330,FUR,,24,428994,39,40,,,,,,,50,30,0.0000,10/2/2013 11:36:10 AM,10/2/2013 11:36:14 AM,0,Replenish,Pull Case Partial,10/2/2013 11:36:14 AM,10/2/2013 11:36:14 AM,GFABER,PKN0000170,428994,12067
15,500,001,6897151,1,YYZ,001679387,00006267830001818787,201310070028,HDDMTMS002,10,,0,2.00,0,0,005283364,,ALPH_WMS,,83,,,,,,,,,,10,20,0.0000,10/7/2013 3:38:13 PM,10/7/2013 3:38:19 PM,0,Packing,Pack Cubed Directed,10/7/2013 3:38:19 PM,10/7/2013 3:38:19 PM,DMUNIGETI1,,,12161
16,300,005,7044336,1,SD4,001693079,C000054748,,,0,,1,158.00,0,0,,005233500,ALPH_WMS,,24,,39,50,,,,,,,10,96,0.0000,10/25/2013 3:39:28 PM,10/25/2013 3:39:37 PM,0,Replenish,Fill Active SysDi,10/25/2013 3:39:37 PM,10/25/2013 3:39:37 PM,CCHESER,,,12138
17,200,102,7120081,1,CV4,,,,,0,,1,1.00,0,0,005313618,005313618,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/7/2013 2:22:10 PM,11/7/2013 2:22:16 PM,0,Invn Mvmt,Put Away Pallet,11/7/2013 2:22:16 PM,11/7/2013 2:22:16 PM,MHEUSER,LID-062,,12067
18,500,001,7155277,2,CV4,000564176,00108712090001091269,201311080092,USN33V0033,1,,0,12.00,0,0,000426453,,NK_AL1SHP1,,83,,,,,,,,,,10,20,0.0000,11/8/2013 7:50:15 PM,11/8/2013 7:50:25 PM,0,Packing,Pack Case Cubed Directed,11/8/2013 7:50:25 PM,11/8/2013 7:50:25 PM,WGRAYSON,,,12067
19,500,001,7248680,1,CV4,000585028,00008712090001209773,201311180018,K080723543,36,,0,1.00,0,0,000422742,,NK_AL1SHP1,,83,,,,,,,,,,10,20,0.0000,11/19/2013 10:19:16 AM,11/19/2013 10:19:23 AM,0,Packing,Pk CubeDir ScanEa,11/19/2013 10:19:23 AM,11/19/2013 10:19:23 AM,WGRAYSON,MAX-025,,12067
20,500,001,7248688,1,CV4,000454601,00008712090001218928,201311180018,K080720360,3,,0,1.00,0,0,005301651,,NK_AL1SHP1,,83,,,,,,,,,,15,15,0.0000,11/19/2013 10:19:48 AM,11/19/2013 10:19:56 AM,0,Packing,Pk CubeDir ScanEa,11/19/2013 10:19:56 AM,11/19/2013 10:19:56 AM,WGRAYSON,SOD-009,,12067
21,500,001,7248688,2,CV4,001449361,00008712090001218928,201311180018,K080720360,6,,0,1.00,0,0,005301654,,NK_AL1SHP1,,83,,,,,,,,,,15,15,0.0000,11/19/2013 10:19:56 AM,11/19/2013 10:20:01 AM,0,Packing,Pk CubeDir ScanEa,11/19/2013 10:20:01 AM,11/19/2013 10:20:01 AM,WGRAYSON,SOD-009,,12067
22,300,005,6313136,1,MDT,001667433,0000000999,,,0,,1,25.00,0,0,,004612367,QLTMDTREQ2,,,,,,,,,,,,10,96,0.0000,7/30/2013 3:35:57 PM,7/30/2013 3:36:55 PM,0,Replenish,Fill Active User,7/30/2013 3:36:55 PM,7/30/2013 3:36:55 PM,JSCHWENK,,,12108
23,300,005,6313137,1,MDT,001667434,Q00001394,,,0,,1,25.00,0,0,,004612408,QLTMDTREQ2,,,,,,,,,,,,10,96,0.0000,7/30/2013 3:36:55 PM,7/30/2013 3:38:14 PM,0,Replenish,Fill Active User,7/30/2013 3:38:14 PM,7/30/2013 3:38:14 PM,JSCHWENK,,,12108
24,300,005,6377460,1,SD4,001667442,C000052885,,,0,,1,100.00,0,0,005233358,,ALPH_WMS,,,,,,,,,,,,10,96,0.0000,8/6/2013 3:57:04 PM,8/6/2013 3:57:25 PM,0,Replenish,Fill Active User,8/6/2013 3:57:25 PM,8/6/2013 3:57:25 PM,RFORBIS,,,12138
25,600,008,6380661,1,O3L,001665421,0000001235,,,0,,1,6.00,0,0,005260955,005260955,B5FUR,,25,RV,76,6.000000,,,,,,,30,30,0.0000,8/6/2013 6:26:51 PM,8/6/2013 6:26:57 PM,0,Modify,LockCase,8/6/2013 6:26:57 PM,8/6/2013 6:26:57 PM,DDAVIS,,,12151
26,500,008,6466615,1,SD4,001667442,00099999990001773845,201308140050,PK14703578,10,,0,50.00,0,0,005233381,,ALPH_WMS,,83,,,,,,,,,,0,20,0.0000,8/14/2013 6:36:15 PM,8/14/2013 6:36:33 PM,0,Packing,Pack Non Cube2,8/14/2013 6:36:33 PM,8/14/2013 6:36:33 PM,RFORBIS,,,12138
27,700,009,6610664,4,MIA,001671999,C000053413,,,0,,1,1.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:08:57 PM,8/30/2013 3:08:57 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:08:57 PM,8/30/2013 3:08:57 PM,EVALDES,,,12160
28,500,001,7155277,1,CV4,000564176,00108712090001091276,201311080092,USN33V0033,1,,0,12.00,0,0,000426453,,NK_AL1SHP1,,83,,,,,,,,,,10,20,0.0000,11/8/2013 7:50:04 PM,11/8/2013 7:50:15 PM,0,Packing,Pack Case Cubed Directed,11/8/2013 7:50:15 PM,11/8/2013 7:50:15 PM,WGRAYSON,,,12067
29,700,020,6610664,2,MIA,,,,,0,,0,0.00,0,0,005265740,005265740,SAMMIAADM2,,,,,,,,,,,,0,0,0.0000,8/30/2013 3:08:47 PM,8/30/2013 3:08:56 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:08:56 PM,8/30/2013 3:08:56 PM,EVALDES,,,12160
30,500,001,7110802,1,CV4,000451820,00008712090001079598,201311060032,UAT0161V01,1,,0,1.00,0,0,005300007,,NK_AL1SHP1,,83,,,,,,,,,,10,20,0.0000,11/6/2013 10:39:11 AM,11/6/2013 10:39:28 AM,0,Packing,Pk CubeDir ScanEa,11/6/2013 10:39:28 AM,11/6/2013 10:39:28 AM,WGRAYSON,ATE-095,,12067
31,300,005,7112371,1,ON1,001737193,CASE600A,,,0,,1,240.00,0,0,,005314375,ALPH_WMS,,,,,,,,,,,,10,96,0.0000,11/6/2013 10:38:54 AM,11/6/2013 10:39:29 AM,0,Replenish,Fill Active User,11/6/2013 10:39:29 AM,11/6/2013 10:39:29 AM,HSCOTT,,,12187
32,200,102,7091135,1,CV4,,,,,0,,1,1.00,0,0,,005313622,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/6/2013 10:44:10 AM,11/6/2013 10:44:12 AM,0,Invn Mvmt,Put Away Pallet,11/6/2013 10:44:12 AM,11/6/2013 10:44:12 AM,MHEUSER,SIR-036,,12067
33,500,001,7110825,1,CV4,000451820,00008712090001079772,201311060036,UAT0022V01,1,,0,1.00,0,0,005300007,,NK_AL1SHP1,,83,,,,,,,,,,10,20,0.0000,11/6/2013 10:56:36 AM,11/6/2013 10:56:51 AM,0,Packing,Pk CubeDir ScanEa,11/6/2013 10:56:51 AM,11/6/2013 10:56:51 AM,WGRAYSON,NON-056,,12067
34,200,102,7100327,1,CV4,,,,,0,,1,1.00,0,0,,005313631,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/6/2013 11:09:13 AM,11/6/2013 11:09:15 AM,0,Invn Mvmt,Put Away Pallet,11/6/2013 11:09:15 AM,11/6/2013 11:09:15 AM,MHEUSER,TUG-004,,12067
35,200,102,7193472,1,CV4,,,,,0,,1,12.00,0,0,,005313538,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/13/2013 3:56:19 PM,11/13/2013 3:56:20 PM,0,Invn Mvmt,Put Away Pallet,11/13/2013 3:56:20 PM,11/13/2013 3:56:20 PM,MHEUSER,RUG-023,,12067
36,200,102,7188591,1,CV4,,,,,0,,2,12.00,0,0,,005313631,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/13/2013 4:08:22 PM,11/13/2013 4:08:23 PM,0,Invn Mvmt,Put Away Pallet,11/13/2013 4:08:23 PM,11/13/2013 4:08:23 PM,MHEUSER,DIG-097,,12067
37,200,102,7188591,2,CV4,,,,,0,,2,12.00,0,0,005313439,005313631,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/13/2013 4:08:23 PM,11/13/2013 4:08:23 PM,0,Invn Mvmt,Put Away Pallet,11/13/2013 4:08:23 PM,11/13/2013 4:08:23 PM,MHEUSER,DIG-097,,12067
38,500,001,7204981,3,CV4,000451819,00008712090001118686,201311140012,YVA0002AC2,2,,0,1.00,0,0,005300005,,NK_AL1SHP1,,83,,,,,,,,,,10,15,0.0000,11/14/2013 10:53:48 AM,11/14/2013 10:54:13 AM,0,Packing,Pk CubeDir ScanEa,11/14/2013 10:54:13 AM,11/14/2013 10:54:13 AM,WGRAYSON,HUN-059,,12067
39,200,007,6100502,7,MC1,001567389,CSMTUATWGPP016,,,0,,1,8.00,0,0,,,MC1METTLW1,,08,0010000938,,,,,,,,,10,10,0.0000,7/5/2013 9:17:07 AM,7/5/2013 9:17:12 AM,0,Invn Mvmt,Palletize Cases,7/5/2013 9:17:12 AM,7/5/2013 9:17:12 AM,WGEBOERS,PLTMTUATWGPP00000004,,12112
40,200,007,6100502,8,MC1,001567389,CSMTUATWGPP017,,,0,,1,8.00,0,0,,,MC1METTLW1,,08,0010000938,,,,,,,,,10,10,0.0000,7/5/2013 9:17:12 AM,7/5/2013 9:17:17 AM,0,Invn Mvmt,Palletize Cases,7/5/2013 9:17:17 AM,7/5/2013 9:17:17 AM,WGEBOERS,PLTMTUATWGPP00000004,,12112
41,200,007,6100502,9,MC1,001567405,CSMTUATWGPP018,,,0,,1,3.00,0,0,,,MC1METTLW1,,08,0010000938,,,,,,,,,10,10,0.0000,7/5/2013 9:17:17 AM,7/5/2013 9:17:23 AM,0,Invn Mvmt,Palletize Cases,7/5/2013 9:17:23 AM,7/5/2013 9:17:23 AM,WGEBOERS,PLTMTUATWGPP00000004,,12112
42,200,007,6100502,10,MC1,001567405,CSMTUATWGPP019,,,0,,1,3.00,0,0,,,MC1METTLW1,,08,0010000938,,,,,,,,,10,10,0.0000,7/5/2013 9:17:23 AM,7/5/2013 9:17:28 AM,0,Invn Mvmt,Palletize Cases,7/5/2013 9:17:28 AM,7/5/2013 9:17:28 AM,WGEBOERS,PLTMTUATWGPP00000004,,12112
43,500,001,6101903,1,YYZ,001574314,00199999990001259926,201303190053,000002520,1,,0,1.00,0,0,004657887,,ONTGWS,,83,,,,,,,,,,10,20,0.0000,7/5/2013 9:48:38 AM,7/5/2013 9:48:56 AM,0,Packing,Pack Cubed Directed,7/5/2013 9:48:56 AM,7/5/2013 9:48:56 AM,JMOORMAN,,375412,12114
44,600,008,6106914,1,SZX,1603313,CASEPCK2,,,0,,1,100.00,0,0,005235640,005235640,ALPH_WMS,,25,CC,76,100.000000,,,,,,,30,30,0.0000,7/8/2013 9:56:32 AM,7/8/2013 9:57:50 AM,0,Modify,Lock Case,7/8/2013 9:57:50 AM,7/8/2013 9:57:50 AM,HSCOTT,,,12145
45,300,005,6107621,1,IN1,001607872,GB0000012,,,0,,1,5000.00,0,0,,005249321,B5FUR,,24,,39,50,,,,,,,10,96,0.0000,7/8/2013 10:15:43 AM,7/8/2013 10:17:52 AM,0,Replenish,Fill Active SysDi,7/8/2013 10:17:52 AM,7/8/2013 10:17:52 AM,GBENNING,,,12126
46,100,002,6111251,1,O3L,001605757,C0010270,,,0,,1,40.00,0,0,,,ZULADMIN01,,08,VS716450,12,4058330,43,,37,,03,,0,10,0.0000,7/8/2013 2:13:11 PM,7/8/2013 2:13:53 PM,0,Receiving,Receiving,7/8/2013 2:13:53 PM,7/8/2013 2:13:53 PM,LCECIL,,,12102
47,600,007,6114082,1,O3L,000946511,P37010197,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-110.000000,90,,,,,,30,99,0.0000,7/8/2013 5:02:07 PM,7/8/2013 5:02:08 PM,0,Modify,Modify Cs Contents,7/8/2013 5:02:08 PM,7/8/2013 5:02:08 PM,LCECIL,,,12102
48,600,007,6114180,1,O3L,000946511,P37010216,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-110.000000,90,,,,,,30,99,0.0000,7/8/2013 5:04:39 PM,7/8/2013 5:04:40 PM,0,Modify,Modify Cs Contents,7/8/2013 5:04:40 PM,7/8/2013 5:04:40 PM,LCECIL,,,12102
49,600,007,6113688,1,O3L,000946511,P37010217,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-110.000000,90,,,,,,30,99,0.0000,7/8/2013 5:04:51 PM,7/8/2013 5:04:52 PM,0,Modify,Modify Cs Contents,7/8/2013 5:04:52 PM,7/8/2013 5:04:52 PM,LCECIL,,,12102
50,600,007,6114182,1,O3L,000946511,P37015381,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-110.000000,90,,,,,,10,99,0.0000,7/8/2013 5:07:28 PM,7/8/2013 5:07:30 PM,0,Modify,Modify Cs Contents,7/8/2013 5:07:30 PM,7/8/2013 5:07:30 PM,LCECIL,,,12102
51,600,007,6114184,1,O3L,000946511,P37015388,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-110.000000,90,,,,,,10,99,0.0000,7/8/2013 5:09:36 PM,7/8/2013 5:09:38 PM,0,Modify,Modify Cs Contents,7/8/2013 5:09:38 PM,7/8/2013 5:09:38 PM,LCECIL,,,12102
52,600,007,6113788,1,O3L,000946511,P37015400,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-110.000000,90,,,,,,10,99,0.0000,7/8/2013 5:11:24 PM,7/8/2013 5:11:25 PM,0,Modify,Modify Cs Contents,7/8/2013 5:11:25 PM,7/8/2013 5:11:25 PM,LCECIL,,,12102
53,600,007,6114190,1,O3L,000946511,P37015410,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-110.000000,90,,,,,,10,99,0.0000,7/8/2013 5:13:26 PM,7/8/2013 5:13:27 PM,0,Modify,Modify Cs Contents,7/8/2013 5:13:27 PM,7/8/2013 5:13:27 PM,LCECIL,,,12102
54,600,007,6114096,1,O3L,000946511,P37015412,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-110.000000,90,,,,,,10,99,0.0000,7/8/2013 5:13:45 PM,7/8/2013 5:13:46 PM,0,Modify,Modify Cs Contents,7/8/2013 5:13:46 PM,7/8/2013 5:13:46 PM,LCECIL,,,12102
55,600,007,6113900,1,O3L,000946511,P37015413,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-110.000000,90,,,,,,10,99,0.0000,7/8/2013 5:14:07 PM,7/8/2013 5:14:08 PM,0,Modify,Modify Cs Contents,7/8/2013 5:14:08 PM,7/8/2013 5:14:08 PM,LCECIL,,,12102
56,600,007,6113794,1,O3L,000946511,P37015426,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-110.000000,90,,,,,,10,99,0.0000,7/8/2013 5:16:26 PM,7/8/2013 5:16:28 PM,0,Modify,Modify Cs Contents,7/8/2013 5:16:28 PM,7/8/2013 5:16:28 PM,LCECIL,,,12102
57,600,007,6113906,1,O3L,000946511,P37015429,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-110.000000,90,,,,,,10,99,0.0000,7/8/2013 5:16:55 PM,7/8/2013 5:16:56 PM,0,Modify,Modify Cs Contents,7/8/2013 5:16:56 PM,7/8/2013 5:16:56 PM,LCECIL,,,12102
58,600,007,6113796,1,O3L,000946511,VIA0000011,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-2.000000,90,,,,,,10,99,0.0000,7/8/2013 5:18:35 PM,7/8/2013 5:18:36 PM,0,Modify,Modify Cs Contents,7/8/2013 5:18:36 PM,7/8/2013 5:18:36 PM,LCECIL,,,12102
59,600,007,6113910,1,O3L,000946511,VX17009732,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-5.000000,90,,,,,,10,99,0.0000,7/8/2013 5:18:53 PM,7/8/2013 5:18:54 PM,0,Modify,Modify Cs Contents,7/8/2013 5:18:54 PM,7/8/2013 5:18:54 PM,LCECIL,,,12102
60,600,007,6114002,1,O3L,000946511,VX37009732,,,0,,1,0.00,0,0,,,JPFUR_GWS,AA,,,76,-5.000000,90,,,,,,10,99,0.0000,7/8/2013 5:19:01 PM,7/8/2013 5:19:01 PM,0,Modify,Modify Cs Contents,7/8/2013 5:19:01 PM,7/8/2013 5:19:01 PM,LCECIL,,,12102
61,500,001,6145032,1,VEN,001607875,00099999990001652621,201307110025,AW00000001,2,,0,2.00,0,0,005251573,,ALPH_WMS,,83,,,,,,,,,,10,15,0.0000,7/11/2013 11:33:25 AM,7/11/2013 11:33:37 AM,0,Packing,Pack Cubed Directed,7/11/2013 11:33:37 AM,7/11/2013 11:33:37 AM,DMUNIGETI1,,,12147
62,300,005,7112370,1,ON1,001737188,CASE100B,,,0,,1,220.00,0,0,,005314374,ALPH_WMS,,,,,,,,,,,,10,96,0.0000,11/6/2013 10:37:58 AM,11/6/2013 10:38:54 AM,0,Replenish,Fill Active User,11/6/2013 10:38:54 AM,11/6/2013 10:38:54 AM,HSCOTT,,,12187
63,200,007,7126391,2,MC1,001566455,CSMTUATWGPP042,,,0,,1,5.00,0,0,,,EMEA_FUR_2,,08,0010000267,,,,,,,,,10,10,0.0000,11/7/2013 5:09:35 AM,11/7/2013 5:13:35 AM,0,Invn Mvmt,Palletize Cases,11/7/2013 5:13:35 AM,11/7/2013 5:13:35 AM,WGEBOERS,PLTPP000000000000010,,12112
64,800,004,7128393,1,FRA,001734110,00099999990001850850,201311070014,SAC7710923,0,,0,23.00,0,0,005322601,005322601,SVP_REQ1,,41,LOAD000002648,42,,40,EDRH,09,,,,20,20,0.0000,11/7/2013 8:09:03 AM,11/7/2013 8:09:57 AM,0,Shipping,"Palletize Carton (Ctn, Plt)",11/7/2013 8:09:57 AM,11/7/2013 8:09:57 AM,TNACK,TN1234567,,12185
65,800,004,7128393,2,FRA,001734105,00099999990001850843,201311070014,SAC7710923,0,,0,19.00,0,0,005322601,005322601,SVP_REQ1,,41,LOAD000002648,42,,40,EDRH,09,,,,20,20,0.0000,11/7/2013 8:09:57 AM,11/7/2013 8:10:17 AM,0,Shipping,"Palletize Carton (Ctn, Plt)",11/7/2013 8:10:17 AM,11/7/2013 8:10:17 AM,TNACK,TN1234567,,12185
66,800,004,7128393,3,FRA,001734111,00099999990001850836,201311070014,SAC7710923,0,,0,25.00,0,0,005322601,005322601,SVP_REQ1,,41,LOAD000002648,42,,40,EDRH,09,,,,20,20,0.0000,11/7/2013 8:10:17 AM,11/7/2013 8:10:28 AM,0,Shipping,"Palletize Carton (Ctn, Plt)",11/7/2013 8:10:28 AM,11/7/2013 8:10:28 AM,TNACK,TN1234567,,12185
67,800,004,7128394,1,FRA,001734111,00099999990001850836,201311070014,SAC7710923,0,,0,25.00,0,0,005322601,005322601,SVP_REQ1,,41,LOAD000002648,42,,40,EDRH,09,,,,20,20,0.0000,11/7/2013 8:10:28 AM,11/7/2013 8:11:05 AM,0,Shipping,"Palletize Carton (Ctn, Plt)",11/7/2013 8:11:05 AM,11/7/2013 8:11:05 AM,TNACK,00099999990001850829,,12185
68,800,004,7128395,1,FRA,001734106,00099999990001850829,201311070014,SAC7710923,0,,0,21.00,0,0,005322601,005322601,SVP_REQ1,,41,LOAD000002648,42,,40,EDRH,09,,,,20,20,0.0000,11/7/2013 8:11:05 AM,11/7/2013 8:11:17 AM,0,Shipping,"Palletize Carton (Ctn, Plt)",11/7/2013 8:11:17 AM,11/7/2013 8:11:17 AM,TNACK,TN1234567,,12185
69,800,004,7128395,2,FRA,001734111,00099999990001850836,201311070014,SAC7710923,0,,0,25.00,0,0,005322601,005322601,SVP_REQ1,,41,LOAD000002648,42,,40,EDRH,09,,,,20,20,0.0000,11/7/2013 8:11:17 AM,11/7/2013 8:11:27 AM,0,Shipping,"Palletize Carton (Ctn, Plt)",11/7/2013 8:11:27 AM,11/7/2013 8:11:27 AM,TNACK,TN1234567,,12185
70,800,004,7130701,1,FRA,001734745,00099999990001851123,201311070014,SAC7710919,0,,0,10.00,0,0,005322610,005322610,SVP_REQ1,,41,LOAD000002677,42,,40,BEST,09,,,,20,20,0.0000,11/7/2013 9:52:15 AM,11/7/2013 9:52:54 AM,0,Shipping,"Palletize Carton (Ctn, Plt)",11/7/2013 9:52:54 AM,11/7/2013 9:52:54 AM,TNACK,TN12345678,,12185
71,800,004,7130702,1,FRA,001734746,00099999990001851116,201311070014,SAC7710920,0,,0,7.00,0,0,005322610,005322610,SVP_REQ1,,41,LOAD000002649,42,,40,EDCS,09,,,,20,20,0.0000,11/7/2013 9:52:54 AM,11/7/2013 9:53:19 AM,0,Shipping,"Palletize Carton (Ctn, Plt)",11/7/2013 9:53:19 AM,11/7/2013 9:53:19 AM,TNACK,TN123456789,,12185
72,800,004,7130702,2,FRA,001734083,00099999990001851109,201311070014,SAC7710920,0,,0,8.00,0,0,,005322610,SVP_REQ1,,41,LOAD000002649,42,,40,EDCS,09,,,,30,30,0.0000,11/7/2013 9:53:19 AM,11/7/2013 9:54:31 AM,0,Shipping,"Palletize Carton (Ctn, Plt)",11/7/2013 9:54:31 AM,11/7/2013 9:54:31 AM,TNACK,TN123456789,,12185
73,800,004,7130703,1,FRA,001734645,00099999990001851024,201311070014,SAC7710866,0,,0,3.00,0,0,,,SVP_REQ1,,41,LOAD000002649,42,,40,EDCS,09,,,,20,20,0.0000,11/7/2013 9:54:31 AM,11/7/2013 10:00:35 AM,0,Shipping,"Palletize Carton (Ctn, Plt)",11/7/2013 10:00:35 AM,11/7/2013 10:00:35 AM,TNACK,TN123456788,,12185
74,800,001,7131103,1,O3L,001599161,00099999990001851192,201311070020,000003517,12,,0,0.00,0,0,,,,,41,,42,,40,UU10,09,,,,20,30,0.0000,11/7/2013 10:00:45 AM,11/7/2013 10:00:45 AM,0,Shipping,UPS Manifest Est. Weight CS,11/7/2013 10:00:45 AM,11/7/2013 10:00:45 AM,GCARTER,,,12128
75,800,001,7131104,1,O3L,001599033,00099999990001851222,201311070020,000003517,9,,0,0.00,0,0,,,,,41,,42,,40,UU10,09,,,,20,30,0.0000,11/7/2013 10:01:06 AM,11/7/2013 10:01:06 AM,0,Shipping,UPS Manifest Est. Weight CS,11/7/2013 10:01:06 AM,11/7/2013 10:01:06 AM,GCARTER,,,12128
