   ,TRAN_TYPE,TRAN_CODE,TRAN_NBR,SEQ_NBR,WHSE,SKU_ID,CNTR_NBR,WAVE_NBR,PKT_CTRL_NBR,PKT_SEQ_NBR,WORK_TYPE,NBR_OF_CASES,NBR_UNITS,NBR_OF_PIKS,NBR_SCAN,FROM_LOCN,TO_LOCN,WKSTN_ID,RSN_CODE,REF_CODE_ID_1,REF_FIELD_1,REF_CODE_ID_2,REF_FIELD_2,REF_CODE_ID_3,REF_FIELD_3,REF_CODE_ID_4,REF_FIELD_4,REF_CODE_ID_5,REF_FIELD_5,OLD_STAT_CODE,NEW_STAT_CODE,SAM,BEGIN_DATE,END_DATE,STAT_CODE,MODULE_NAME,MENU_OPTN_NAME,CREATE_DATE_TIME,MOD_DATE_TIME,USER_ID,PLT_ID,TASK_ID,CD_MASTER_ID
1268,700,009,6610668,9,MIA,001671861,C000053395,,,0,,1,119.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:12:28 PM,8/30/2013 3:12:28 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:12:28 PM,8/30/2013 3:12:28 PM,EVALDES,,,12160
1269,700,009,6610668,10,MIA,001671806,C000053394,,,0,,1,15.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:12:28 PM,8/30/2013 3:12:28 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:12:28 PM,8/30/2013 3:12:28 PM,EVALDES,,,12160
1270,700,009,6610668,11,MIA,001671804,C000053393,,,0,,1,400.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:12:28 PM,8/30/2013 3:12:28 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:12:28 PM,8/30/2013 3:12:28 PM,EVALDES,,,12160
1271,700,009,6610668,12,MIA,001671631,C000053458,,,0,,1,2.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:12:28 PM,8/30/2013 3:12:28 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:12:28 PM,8/30/2013 3:12:28 PM,EVALDES,,,12160
1272,700,009,6610668,13,MIA,001667520,C000053464,,,0,,1,1.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:12:28 PM,8/30/2013 3:12:28 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:12:28 PM,8/30/2013 3:12:28 PM,EVALDES,,,12160
1273,700,009,6610668,14,MIA,001671600,C000053435,,,0,,1,5.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:12:28 PM,8/30/2013 3:12:29 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:12:29 PM,8/30/2013 3:12:29 PM,EVALDES,,,12160
1274,700,009,6610668,15,MIA,001671823,C000053434,,,0,,1,2.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:12:29 PM,8/30/2013 3:12:29 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:12:29 PM,8/30/2013 3:12:29 PM,EVALDES,,,12160
1275,700,009,6610668,16,MIA,001672036,C000053398,,,0,,1,7.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:12:29 PM,8/30/2013 3:12:29 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:12:29 PM,8/30/2013 3:12:29 PM,EVALDES,,,12160
1276,700,009,6610668,17,MIA,001672045,C000053397,,,0,,1,48.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:12:29 PM,8/30/2013 3:12:29 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:12:29 PM,8/30/2013 3:12:29 PM,EVALDES,,,12160
1277,700,009,6610668,18,MIA,001672911,C000053396,,,0,,1,28.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:12:29 PM,8/30/2013 3:12:29 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:12:29 PM,8/30/2013 3:12:29 PM,EVALDES,,,12160
1278,700,009,6610668,19,MIA,001672898,C000053400,,,0,,1,2.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:12:29 PM,8/30/2013 3:12:29 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:12:29 PM,8/30/2013 3:12:29 PM,EVALDES,,,12160
1279,700,008,6610670,1,MIA,001671627,C000053461,,,0,,1,1.00,0,0,005265740,005265740,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:12:29 PM,8/30/2013 3:34:28 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:34:28 PM,8/30/2013 3:34:28 PM,EVALDES,,,12160
1280,700,020,6610670,2,MIA,,,,,0,,0,0.00,0,0,005265740,005265740,SAMMIAADM2,,,,,,,,,,,,0,0,0.0000,8/30/2013 3:34:28 PM,8/30/2013 3:34:30 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:34:30 PM,8/30/2013 3:34:30 PM,EVALDES,,,12160
1281,700,009,6610670,3,MIA,001671616,C000053414,,,0,,1,2.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:34:30 PM,8/30/2013 3:34:30 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:34:30 PM,8/30/2013 3:34:30 PM,EVALDES,,,12160
1282,700,009,6610670,4,MIA,001671999,C000053413,,,0,,1,1.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:34:30 PM,8/30/2013 3:34:30 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:34:30 PM,8/30/2013 3:34:30 PM,EVALDES,,,12160
1283,700,009,6610670,5,MIA,001671627,C000053460,,,0,,1,1.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:34:30 PM,8/30/2013 3:34:30 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:34:30 PM,8/30/2013 3:34:30 PM,EVALDES,,,12160
1284,700,009,6610670,6,MIA,001671861,NMURPHY1,,,0,,1,2.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:34:30 PM,8/30/2013 3:34:31 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:34:31 PM,8/30/2013 3:34:31 PM,EVALDES,,,12160
1285,700,009,6610670,7,MIA,001671619,C000053432,,,0,,1,10.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:34:31 PM,8/30/2013 3:34:31 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:34:31 PM,8/30/2013 3:34:31 PM,EVALDES,,,12160
1286,700,009,6610670,8,MIA,001671861,C000053395,,,0,,1,119.00,0,0,005265740,,SAMMIAADM2,,,,,,,,,,,,30,30,0.0000,8/30/2013 3:34:31 PM,8/30/2013 3:34:31 PM,0,Misc,Cycle Cnt Reserve,8/30/2013 3:34:31 PM,8/30/2013 3:34:31 PM,EVALDES,,,12160
1287,200,102,7203891,1,CV4,,,,,0,,1,2.00,0,0,,005313545,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/14/2013 10:50:20 AM,11/14/2013 10:50:30 AM,0,Invn Mvmt,Put Away Pallet,11/14/2013 10:50:30 AM,11/14/2013 10:50:30 AM,MHEUSER,HAT-062,,12067
1288,500,001,7204981,5,CV4,000451820,00008712090001118693,201311140012,YVA0002AC2,1,,0,2.00,0,0,005300007,,NK_AL1SHP1,,83,,,,,,,,,,10,20,0.0000,11/14/2013 10:54:33 AM,11/14/2013 10:55:13 AM,0,Packing,Pk CubeDir ScanEa,11/14/2013 10:55:13 AM,11/14/2013 10:55:13 AM,WGRAYSON,GAP-059,,12067
1289,700,001,7174929,1,FRA,001734830,00099999990001867544,201311120023,SAC7710951,1,,0,0.00,0,0,,,SVP_REQ1,,,,,,,,,,,,10,99,0.0000,11/12/2013 7:56:27 AM,11/12/2013 7:56:27 AM,0,Misc,Comb Crtn- Full,11/12/2013 7:56:27 AM,11/12/2013 7:56:27 AM,TNACK,,,12185
1290,200,102,7193509,1,CV4,,,,,0,,1,12.00,0,0,,005313529,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/13/2013 4:12:23 PM,11/13/2013 4:12:24 PM,0,Invn Mvmt,Put Away Pallet,11/13/2013 4:12:24 PM,11/13/2013 4:12:24 PM,MHEUSER,MAT-000,,12067
1291,200,102,7193528,1,CV4,,,,,0,,1,1.00,0,0,005313456,005313456,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/13/2013 4:54:40 PM,11/13/2013 4:54:41 PM,0,Invn Mvmt,Put Away Pallet,11/13/2013 4:54:41 PM,11/13/2013 4:54:41 PM,MHEUSER,SET-058,,12067
1292,200,102,7188626,1,CV4,,,,,0,,1,1.00,0,0,005313529,005313530,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/13/2013 4:59:56 PM,11/13/2013 4:59:57 PM,0,Invn Mvmt,Put Away Pallet,11/13/2013 4:59:57 PM,11/13/2013 4:59:57 PM,MHEUSER,MON-095,,12067
1293,800,001,7200362,1,SN4,001674525,00099999990001869043,201311140003,TI1991014,14,,0,0.00,0,0,,,,,41,,42,,40,UA82,09,,,,20,30,0.0000,11/14/2013 7:59:25 AM,11/14/2013 7:59:25 AM,0,Shipping,UPS Manifest CS,11/14/2013 7:59:25 AM,11/14/2013 7:59:25 AM,MPUTREVU,,,12159
1294,500,001,7204981,6,CV4,000451820,00008712090001118716,201311140012,YVA0002AC2,1,,0,1.00,0,0,005300007,,NK_AL1SHP1,,83,,,,,,,,,,10,15,0.0000,11/14/2013 10:55:13 AM,11/14/2013 10:55:31 AM,0,Packing,Pk CubeDir ScanEa,11/14/2013 10:55:31 AM,11/14/2013 10:55:31 AM,WGRAYSON,DOG-059,,12067
1295,500,001,7204981,7,CV4,000470328,00008712090001118716,201311140012,YVA0002AC2,4,,0,5.00,0,0,005300008,,NK_AL1SHP1,,83,,,,,,,,,,10,20,0.0000,11/14/2013 10:55:31 AM,11/14/2013 10:55:53 AM,0,Packing,Pk CubeDir ScanEa,11/14/2013 10:55:53 AM,11/14/2013 10:55:53 AM,WGRAYSON,DOG-059,,12067
1296,500,001,7204981,8,CV4,000451820,00008712090001118709,201311140012,YVA0002AC2,1,,0,2.00,0,0,005300007,,NK_AL1SHP1,,83,,,,,,,,,,10,20,0.0000,11/14/2013 10:55:53 AM,11/14/2013 10:56:13 AM,0,Packing,Pk CubeDir ScanEa,11/14/2013 10:56:13 AM,11/14/2013 10:56:13 AM,WGRAYSON,AIR-059,,12067
1297,500,001,7204981,9,CV4,000416258,00008712090001118822,201311140012,YVA0002AC2,10,,0,2.00,0,0,005301493,,NK_AL1SHP1,,83,,,,,,,,,,10,20,0.0000,11/14/2013 10:56:13 AM,11/14/2013 10:56:33 AM,0,Packing,Pk CubeDir ScanEa,11/14/2013 10:56:33 AM,11/14/2013 10:56:33 AM,WGRAYSON,SIR-059,,12067
1298,500,001,7204981,10,CV4,000416258,00008712090001118839,201311140012,YVA0002AC2,10,,0,2.00,0,0,005301493,,NK_AL1SHP1,,83,,,,,,,,,,10,20,0.0000,11/14/2013 10:56:33 AM,11/14/2013 10:57:28 AM,0,Packing,Pk CubeDir ScanEa,11/14/2013 10:57:28 AM,11/14/2013 10:57:28 AM,WGRAYSON,BAT-059,,12067
1299,300,001,6218107,1,VEN,001654453,000000021,,,0,,0,100.00,0,0,005260593,005260269,VN_GO_OS1,,24,201307190010,39,40,,,,,,,30,50,0.0000,7/19/2013 6:46:35 AM,7/19/2013 6:47:11 AM,0,Pull/Repl,Generate Replenishment,7/19/2013 6:47:11 AM,7/19/2013 6:47:11 AM,DDESZYNSKI,,,12153
1300,300,001,6218107,2,VEN,001654447,000000024,,,0,,0,100.00,0,0,005260596,005260272,VN_GO_OS1,,24,201307190010,39,40,,,,,,,30,50,0.0000,7/19/2013 6:47:11 AM,7/19/2013 6:47:11 AM,0,Pull/Repl,Generate Replenishment,7/19/2013 6:47:11 AM,7/19/2013 6:47:11 AM,DDESZYNSKI,,,12153
1301,600,004,6220811,1,O3L,001653176,CHSPLIT719,,,0,,1,5.00,0,0,,,,,25,,76,3.000000,,,,,,,10,10,0.0000,7/19/2013 9:50:12 AM,7/19/2013 9:53:30 AM,0,Modify,Split/Move Case,7/19/2013 9:53:30 AM,7/19/2013 9:53:30 AM,CHODGES,,,12151
1302,300,002,6247050,58,YYZ,001580975,C000052546,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:18:00 AM,7/23/2013 9:18:00 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:18:01 AM,7/23/2013 9:18:01 AM,SSMITH,,,12119
1303,500,003,6247049,58,YYZ,001580975,00006267830001605066,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:18:00 AM,7/23/2013 9:18:01 AM,0,Packing,,7/23/2013 9:18:01 AM,7/23/2013 9:18:01 AM,SSMITH,,,12119
1304,300,002,6247050,59,YYZ,001580975,C000052547,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:18:01 AM,7/23/2013 9:18:01 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:18:01 AM,7/23/2013 9:18:01 AM,SSMITH,,,12119
1305,500,003,6247049,59,YYZ,001580975,00006267830001605165,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:18:01 AM,7/23/2013 9:18:02 AM,0,Packing,,7/23/2013 9:18:02 AM,7/23/2013 9:18:02 AM,SSMITH,,,12119
1306,300,002,6247050,60,YYZ,001580975,C000052548,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:18:02 AM,7/23/2013 9:18:02 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:18:02 AM,7/23/2013 9:18:02 AM,SSMITH,,,12119
1307,500,003,6247049,60,YYZ,001580975,00006267830001605363,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:18:02 AM,7/23/2013 9:18:03 AM,0,Packing,,7/23/2013 9:18:03 AM,7/23/2013 9:18:03 AM,SSMITH,,,12119
1308,300,002,6247050,61,YYZ,001580975,C000052549,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:18:03 AM,7/23/2013 9:18:03 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:18:03 AM,7/23/2013 9:18:03 AM,SSMITH,,,12119
1309,500,003,6247049,61,YYZ,001580975,00006267830001605561,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:18:03 AM,7/23/2013 9:18:04 AM,0,Packing,,7/23/2013 9:18:04 AM,7/23/2013 9:18:04 AM,SSMITH,,,12119
1310,300,002,6247050,62,YYZ,001580975,C000052550,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:18:04 AM,7/23/2013 9:18:04 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:18:04 AM,7/23/2013 9:18:04 AM,SSMITH,,,12119
1311,500,003,6247049,62,YYZ,001580975,00006267830001605769,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:18:04 AM,7/23/2013 9:18:05 AM,0,Packing,,7/23/2013 9:18:05 AM,7/23/2013 9:18:05 AM,SSMITH,,,12119
1312,300,002,6247050,63,YYZ,001580975,C000052551,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:18:05 AM,7/23/2013 9:18:05 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:18:05 AM,7/23/2013 9:18:05 AM,SSMITH,,,12119
1313,500,003,6247049,63,YYZ,001580975,00006267830001605967,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:18:05 AM,7/23/2013 9:18:06 AM,0,Packing,,7/23/2013 9:18:06 AM,7/23/2013 9:18:06 AM,SSMITH,,,12119
1314,300,002,6247050,64,YYZ,001580975,C000052552,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:18:06 AM,7/23/2013 9:18:06 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:18:07 AM,7/23/2013 9:18:07 AM,SSMITH,,,12119
1315,500,003,6247049,64,YYZ,001580975,00006267830001606162,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:18:06 AM,7/23/2013 9:18:07 AM,0,Packing,,7/23/2013 9:18:07 AM,7/23/2013 9:18:07 AM,SSMITH,,,12119
1316,800,001,7200363,1,SN4,001674531,00099999990001869050,201311140003,TI1991014,17,,0,0.00,0,0,,,,,41,,42,,40,UA82,09,,,,20,30,0.0000,11/14/2013 8:00:31 AM,11/14/2013 8:00:31 AM,0,Shipping,UPS Manifest CS,11/14/2013 8:00:31 AM,11/14/2013 8:00:31 AM,MPUTREVU,,,12159
1317,500,001,7182959,1,CV4,000564176,00108712090001098725,201311120057,USN8V008,1,,0,12.00,0,0,000426453,,NK_AL1SHP1,,83,,,,,,,,,,10,20,0.0000,11/12/2013 1:56:48 PM,11/12/2013 1:57:08 PM,0,Packing,Pack Case Cubed Directed,11/12/2013 1:57:08 PM,11/12/2013 1:57:08 PM,WGRAYSON,SOD-093,,12067
1318,200,102,7187856,1,CV4,,,,,0,,1,12.00,0,0,,005313524,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/12/2013 7:39:47 PM,11/12/2013 7:39:48 PM,0,Invn Mvmt,Put Away Pallet,11/12/2013 7:39:48 PM,11/12/2013 7:39:48 PM,MHEUSER,NUN-023,,12067
1319,200,102,7188085,1,CV4,,,,,0,,1,12.00,0,0,,005313530,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/12/2013 9:59:19 PM,11/12/2013 9:59:23 PM,0,Invn Mvmt,Put Away Pallet,11/12/2013 9:59:23 PM,11/12/2013 9:59:23 PM,MHEUSER,TOE-032,,12067
1320,200,102,7188634,1,CV4,,,,,0,,1,12.00,0,0,,005313617,ALPH_WMS,,08,,,,,,,,,,20,20,0.0000,11/13/2013 12:05:18 AM,11/13/2013 12:05:19 AM,0,Invn Mvmt,Put Away Pallet,11/13/2013 12:05:19 AM,11/13/2013 12:05:19 AM,MHEUSER,BAT-072,,12067
1321,500,001,7203595,1,CV4,000416282,00008712090001119041,201311140013,YVA0002AC3,6,,0,2.00,0,0,005300336,,NK_AL1SHP1,,83,,,,,,,,,,10,20,0.0000,11/14/2013 10:58:26 AM,11/14/2013 10:58:47 AM,0,Packing,Pk CubeDir ScanEa,11/14/2013 10:58:47 AM,11/14/2013 10:58:47 AM,WGRAYSON,HUN-081,,12067
1322,800,001,6168710,1,VEN,,00099999990001664860,201307150027,AW00000300,0,,0,7.00,0,0,,,ALPH_WMS,,41,,42,,40,UPNL,09,,,,20,40,0.0000,7/15/2013 12:19:41 PM,7/15/2013 12:20:01 PM,0,Shipping,Carton Manifest,7/15/2013 12:20:01 PM,7/15/2013 12:20:01 PM,DMUNIGETI1,,,12147
1323,300,008,6180846,1,SD4,000630509,C000052378,,,0,,1,99980.00,0,0,005263483,,B5FUR,,,,,,,,,,,,0,10,0.0000,7/16/2013 4:24:39 PM,7/16/2013 4:27:22 PM,0,PkPackCase,Pack Case frm Active,7/16/2013 4:27:22 PM,7/16/2013 4:27:22 PM,DDAVIS,,,12093
1324,800,001,6199882,1,VEN,001609181,00099999990001666192,201307180011,CU21,15,,0,0.00,0,0,,,,,41,,42,,40,ED95,09,,,,20,30,0.0000,7/18/2013 5:22:13 AM,7/18/2013 5:22:13 AM,0,Shipping,UPS Manifest EDT,7/18/2013 5:22:13 AM,7/18/2013 5:22:13 AM,JONGABAN,,,12150
1325,500,003,6247049,213,YYZ,001580975,00006267830001606704,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:20:12 AM,7/23/2013 9:20:12 AM,0,Packing,,7/23/2013 9:20:12 AM,7/23/2013 9:20:12 AM,SSMITH,,,12119
1326,300,002,6247050,214,YYZ,001580975,C000052708,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:20:12 AM,7/23/2013 9:20:12 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:20:13 AM,7/23/2013 9:20:13 AM,SSMITH,,,12119
1327,500,003,6247049,214,YYZ,001580975,00006267830001606902,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:20:12 AM,7/23/2013 9:20:13 AM,0,Packing,,7/23/2013 9:20:13 AM,7/23/2013 9:20:13 AM,SSMITH,,,12119
1328,300,002,6247050,215,YYZ,001580975,C000052709,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:20:13 AM,7/23/2013 9:20:13 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:20:14 AM,7/23/2013 9:20:14 AM,SSMITH,,,12119
1329,500,003,6247049,215,YYZ,001580975,00006267830001607107,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:20:13 AM,7/23/2013 9:20:14 AM,0,Packing,,7/23/2013 9:20:14 AM,7/23/2013 9:20:14 AM,SSMITH,,,12119
1330,300,002,6247050,216,YYZ,001580975,C000052710,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:20:14 AM,7/23/2013 9:20:15 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:20:15 AM,7/23/2013 9:20:15 AM,SSMITH,,,12119
1331,500,003,6247049,216,YYZ,001580975,00006267830001605011,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:20:15 AM,7/23/2013 9:20:15 AM,0,Packing,,7/23/2013 9:20:15 AM,7/23/2013 9:20:15 AM,SSMITH,,,12119
1332,300,002,6247050,217,YYZ,001580975,C000052711,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:20:15 AM,7/23/2013 9:20:15 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:20:16 AM,7/23/2013 9:20:16 AM,SSMITH,,,12119
1333,500,003,6247049,217,YYZ,001580975,00006267830001605110,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:20:15 AM,7/23/2013 9:20:16 AM,0,Packing,,7/23/2013 9:20:16 AM,7/23/2013 9:20:16 AM,SSMITH,,,12119
1334,300,002,6247050,218,YYZ,001580975,C000052712,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:20:16 AM,7/23/2013 9:20:16 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:20:16 AM,7/23/2013 9:20:16 AM,SSMITH,,,12119
1335,500,003,6247049,218,YYZ,001580975,00006267830001605318,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:20:16 AM,7/23/2013 9:20:17 AM,0,Packing,,7/23/2013 9:20:17 AM,7/23/2013 9:20:17 AM,SSMITH,,,12119
1336,300,002,6247050,219,YYZ,001580975,C000052713,,,0,,0,6.00,0,0,004706447,,B1MARSHIP1,,24,405415,39,50,,,,,,,0,64,0.0000,7/23/2013 9:20:17 AM,7/23/2013 9:20:17 AM,0,Replenish,Directed Pulling/Partial Case,7/23/2013 9:20:18 AM,7/23/2013 9:20:18 AM,SSMITH,,,12119
1337,500,003,6247049,219,YYZ,001580975,00006267830001605516,201306250029,MYD41757R3,18,,0,6.00,0,0,004706447,,B1MARSHIP1,,83,,,,,,,,,,10,20,0.0000,7/23/2013 9:20:17 AM,7/23/2013 9:20:18 AM,0,Packing,,7/23/2013 9:20:18 AM,7/23/2013 9:20:18 AM,SSMITH,,,12119
1338,700,020,6250569,1,O3L,,,,,0,,0,0.00,0,0,005231790,005231790,,,,,,,,,,,,,0,0,0.0000,7/23/2013 1:42:43 PM,7/23/2013 1:51:05 PM,0,Misc,Cycle Cnt Active,7/23/2013 1:51:05 PM,7/23/2013 1:51:05 PM,CRAUEN,,,12128
1339,700,008,6250571,1,O3L,001599049,NK5562111,,,0,,1,3.00,0,0,005232039,005232039,,,,,,,,,,,,,30,30,0.0000,7/23/2013 2:38:38 PM,7/23/2013 3:41:44 PM,0,Misc,Cycle Cnt Reserve,7/23/2013 3:41:44 PM,7/23/2013 3:41:44 PM,CRAUEN,,,12128
1340,800,001,6260471,1,SZX,1603391,00099999990001668899,201307240010,000002763,0,,0,10.00,0,0,,,ALPH_WMS,,41,,42,,40,UU20,09,,,,20,30,0.0000,7/24/2013 10:15:10 AM,7/24/2013 10:15:47 AM,0,Shipping,Carton Manifest,7/24/2013 10:15:47 AM,7/24/2013 10:15:47 AM,HSCOTT,,,12145
1341,100,004,6270282,1,VEN,001649389,C000052864,,,0,,1,106.00,0,0,,,GATESSHP1,,08,CU95512,12,,43,,37,,03,,0,10,0.0000,7/25/2013 7:47:33 AM,7/25/2013 7:56:50 AM,0,Receiving,Receiving,7/25/2013 7:56:50 AM,7/25/2013 7:56:50 AM,JONGABAN,,,12156
1342,100,004,6270282,2,VEN,001649391,C000052865,,,0,,1,75.00,0,0,,,GATESSHP1,,08,CU95512,12,,43,,37,,03,,0,10,0.0000,7/25/2013 7:56:50 AM,7/25/2013 7:57:32 AM,0,Receiving,Receiving,7/25/2013 7:57:32 AM,7/25/2013 7:57:32 AM,JONGABAN,,,12156
1343,100,004,6270282,3,VEN,001648941,C000052866,,,0,,1,41.00,0,0,,,GATESSHP1,,08,CU95512,12,,43,,37,,03,,0,10,0.0000,7/25/2013 7:57:32 AM,7/25/2013 7:58:24 AM,0,Receiving,Receiving,7/25/2013 7:58:24 AM,7/25/2013 7:58:24 AM,JONGABAN,,,12156
1344,100,004,6270282,4,VEN,001648942,C000052867,,,0,,1,60.00,0,0,,,GATESSHP1,,08,CU95512,12,,43,,37,,03,,0,10,0.0000,7/25/2013 7:58:24 AM,7/25/2013 7:59:33 AM,0,Receiving,Receiving,7/25/2013 7:59:33 AM,7/25/2013 7:59:33 AM,JONGABAN,,,12156
